NAMA DOMAIN,NAMA_OKUPASI,Kode,Nama Unit,KODE_OKUPASI
DATA MANAGEMENT SYSTEM,DATA MANAGEMENT STAFF,TIK.OP01.001.01,Mengetik pada papan ketik (keyboard) standar,010301
DATA MANAGEMENT SYSTEM,DATA MANAGEMENT STAFF,TIK.OP01.002.01,Mengidentifikasi aspek kode etik dan HAKI dibidang TIK,010301
DATA MANAGEMENT SYSTEM,DATA MANAGEMENT STAFF,TIK.OP01.003.01,Mendeskripsikan kewaspasdaan terhadap keamanan informasi,010301
DATA MANAGEMENT SYSTEM,DATA MANAGEMENT STAFF,TIK.OP01.004.01,Mengidentifikasi sistem dan prosedur pengelolaan infrastruktur komputer,010301
DATA MANAGEMENT SYSTEM,DATA MANAGEMENT STAFF,TIK.OP01.005.01,Mengimplementasikan sistem keamanan dan keselamatan pada pengoperasian komputer,010301
DATA MANAGEMENT SYSTEM,DATA MANAGEMENT STAFF,TIK.OP02.006.01,Mengoperasikan Penelusur Web (Web Browser),010301
DATA MANAGEMENT SYSTEM,DATA MANAGEMENT STAFF,TIK.OP02.007.01,Mengoperasikan piranti lunak klien e-mail (e-mail client),010301
DATA MANAGEMENT SYSTEM,DATA MANAGEMENT STAFF,TIK.OP02.011.01,Mengoperasikan piranti lunak presentasi,010301
DATA MANAGEMENT SYSTEM,DATA MANAGEMENT STAFF,TIK.OP02.012.01,Mengoperasikan piranti lunak pengolah kata - tingkat maju,010301
DATA MANAGEMENT SYSTEM,DATA MANAGEMENT STAFF,TIK.OP02.013.01,Mengoperasikan piranti lunak lembar sebar - tingkat maju,010301
DATA MANAGEMENT SYSTEM,DATA MANAGEMENT STAFF,TIK.OP02.014.01,Mempergunakan Piranti Lunak Anti virus,010301
DATA MANAGEMENT SYSTEM,DATA MANAGEMENT STAFF,TIK.OP02.015.01,Mempergunakan perangkat keras dan piranti lunak untuk memindai dokumen gambar,010301
DATA MANAGEMENT SYSTEM,DATA ENTRY OPERATOR,TIK.OP01.001.01,Mengetik pada papan ketik (keyboard) standar,010201
DATA MANAGEMENT SYSTEM,DATA ENTRY OPERATOR,TIK.OP01.002.01,Mengidentifikasi aspek kode etik dan HAKI dibidang TIK,010201
DATA MANAGEMENT SYSTEM,DATA ENTRY OPERATOR,TIK.OP01.003.01,Mendeskripsikan kewaspasdaan terhadap keamanan informasi,010201
DATA MANAGEMENT SYSTEM,DATA ENTRY OPERATOR,TIK.OP01.004.01,Mengidentifikasi sistem dan prosedur pengelolaan infrastruktur komputer,010201
DATA MANAGEMENT SYSTEM,DATA ENTRY OPERATOR,TIK.OP01.005.01,Mengimplementasikan sistem keamanan dan keselamatan pada pengoperasian komputer,010201
DATA MANAGEMENT SYSTEM,DATA ENTRY OPERATOR,TIK.OP02.002.01,Mengoperasikan Printer,010201
DATA MANAGEMENT SYSTEM,DATA ENTRY OPERATOR,TIK.OP02.003.01,Mengoperasikan sistem operasi,010201
DATA MANAGEMENT SYSTEM,DATA ENTRY OPERATOR,TIK.OP02.006.01,Mengoperasikan Penelusur Web (Web Browser),010201
DATA MANAGEMENT SYSTEM,DATA ENTRY OPERATOR,TIK.OP02.007.01,Mengoperasikan piranti lunak klien e-mail (e-mail client),010201
DATA MANAGEMENT SYSTEM,DATA ENTRY OPERATOR,TIK.OP02.011.01,Mengoperasikan piranti lunak presentasi,010201
DATA MANAGEMENT SYSTEM,DATA ENTRY OPERATOR,TIK.OP02.012.01,Mengoperasikan piranti lunak pengolah kata - tingkat maju,010201
DATA MANAGEMENT SYSTEM,DATA ENTRY OPERATOR,TIK.OP02.013.01,Mengoperasikan piranti lunak lembar sebar - tingkat maju,010201
DATA MANAGEMENT SYSTEM,DATA ENTRY CLERK,TIK.OP01.001.01,Mengetik pada papan ketik (keyboard) standar,010101
DATA MANAGEMENT SYSTEM,DATA ENTRY CLERK,TIK.OP01.002.01,Mengidentifikasi aspek kode etik dan HAKI dibidang TIK,010101
DATA MANAGEMENT SYSTEM,DATA ENTRY CLERK,TIK.OP01.003.01,Mendeskripsikan kewaspasdaan terhadap keamanan informasi,010101
DATA MANAGEMENT SYSTEM,DATA ENTRY CLERK,TIK.OP01.004.01,Mengidentifikasi sistem dan prosedur pengelolaan infrastruktur komputer,010101
DATA MANAGEMENT SYSTEM,DATA ENTRY CLERK,TIK.OP01.005.01,Mengimplementasikan sistem keamanan dan keselamatan pada pengoperasian komputer,010101
DATA MANAGEMENT SYSTEM,DATA ENTRY CLERK,TIK.OP02.001.01,Mengoperasikan komputer personal yang berdiri sendiri (PC stand alone),010101
DATA MANAGEMENT SYSTEM,DATA ENTRY CLERK,TIK.OP02.002.01,Mengoperasikan Printer,010101
DATA MANAGEMENT SYSTEM,DATA ENTRY CLERK,TIK.OP02.003.01,Mengoperasikan sistem operasi,010101
DATA MANAGEMENT SYSTEM,DATA ENTRY CLERK,TIK.OP02.004.01,Mengoperasikan piranti lunak pengolah kata (word processor) - tingkat dasar,010101
DATA MANAGEMENT SYSTEM,DATA ENTRY CLERK,TIK.OP02.005.01,Mengoperasikan piranti lunak lembar sebar (spreadsheet) - tingkat dasar,010101
DATA MANAGEMENT SYSTEM,DATA ENTRY CLERK,TIK.OP02.008.01,Mengidentifikasi komponen sistem komputer tingkat dasar (PC),010101
HARDWARE AND DIGITAL PERIPHERALS,COMPUTER MAINTENANCE STAFF,CUADIG201,Maintain interactive content,030301
HARDWARE AND DIGITAL PERIPHERALS,COMPUTER MAINTENANCE STAFF,ICTCBL236,"Install, maintain and modify customer premises communications cabling: ACMA Restricted Rule",030301
HARDWARE AND DIGITAL PERIPHERALS,COMPUTER MAINTENANCE STAFF,ICTSAS201,"Maintain inventories for equipment, software and documentation",030301
HARDWARE AND DIGITAL PERIPHERALS,COMPUTER MAINTENANCE STAFF,ICTSAS205,Maintain ICT system integrity,030301
HARDWARE AND DIGITAL PERIPHERALS,COMPUTER MAINTENANCE STAFF,ICTSAS208,Maintain ICT equipment and consumables,030301
HARDWARE AND DIGITAL PERIPHERALS,NETWORK CONTROL ANALYST ASSISTANT,ICTCBL215,Joint metallic conductor cable in access network,030302
HARDWARE AND DIGITAL PERIPHERALS,NETWORK CONTROL ANALYST ASSISTANT,ICTSAS209,Connect and use a home based local wireless network,030302
HARDWARE AND DIGITAL PERIPHERALS,NETWORK CONTROL ANALYST ASSISTANT,ICTTCR201,Use rigging practices and systems on telecommunications network structures,030302
HARDWARE AND DIGITAL PERIPHERALS,NETWORK CONTROL ANALYST ASSISTANT,ICTTEN203,Install and configure a home or small office network,030302
HARDWARE AND DIGITAL PERIPHERALS,NETWORK CONTROL ANALYST ASSISTANT,ICTTEN204,Install and configure a small to medium business network,030302
HARDWARE AND DIGITAL PERIPHERALS,NETWORK CONTROL ANALYST ASSISTANT,ICTTEN205,Build and maintain a secure network,030302
HARDWARE AND DIGITAL PERIPHERALS,NETWORK CONTROL ANALYST ASSISTANT,ICTTEN207,Install and test internet protocol devices in convergence networks,030302
HARDWARE AND DIGITAL PERIPHERALS,BYOD SUPPORT SPECIALIST,BSBSUS201A,Participate in environmentally sustainable work practices,030201
HARDWARE AND DIGITAL PERIPHERALS,BYOD SUPPORT SPECIALIST,ICAICT103A,"Use, communicate and search securely on the internet",030201
HARDWARE AND DIGITAL PERIPHERALS,BYOD SUPPORT SPECIALIST,ICAICT201A,Use computer operating systems and hardware,030201
HARDWARE AND DIGITAL PERIPHERALS,BYOD SUPPORT SPECIALIST,ICAICT207A,Integrate commercial computing packages,030201
HARDWARE AND DIGITAL PERIPHERALS,BYOD SUPPORT SPECIALIST,ICASAS201A,"Maintain inventories for equipment, software and documentation",030201
HARDWARE AND DIGITAL PERIPHERALS,BYOD SUPPORT SPECIALIST,ICASAS202A,Apply problem-solving techniques to routine IT malfunctions,030201
HARDWARE AND DIGITAL PERIPHERALS,PERSONAL COMPUTER SPECIALIST,BSBWOR301B,Organise personal work priorities and development,030202
HARDWARE AND DIGITAL PERIPHERALS,PERSONAL COMPUTER SPECIALIST,ICADBS401A,Identify physical database requirements,030202
HARDWARE AND DIGITAL PERIPHERALS,PERSONAL COMPUTER SPECIALIST,ICADBS404A,Identify and resolve common database performance problems,030202
HARDWARE AND DIGITAL PERIPHERALS,PERSONAL COMPUTER SPECIALIST,ICADBS407A,Monitor physical database implementation,030202
HARDWARE AND DIGITAL PERIPHERALS,PERSONAL COMPUTER SPECIALIST,ICAPRG512A,Prepare for the build phase of an IT system,030202
HARDWARE AND DIGITAL PERIPHERALS,PERSONAL COMPUTER SPECIALIST,ICAPRG513A,Coordinate the build phase of an IT system,030202
HARDWARE AND DIGITAL PERIPHERALS,COMPUTER MAINTENANCE CLERK,HLTAID002,Provide basic emergency life support,030101
HARDWARE AND DIGITAL PERIPHERALS,COMPUTER MAINTENANCE CLERK,HLTAID003,Provide first aid,030101
HARDWARE AND DIGITAL PERIPHERALS,COMPUTER MAINTENANCE CLERK,ICTSS00082,Fibre Splicer Skill Set,030101
HARDWARE AND DIGITAL PERIPHERALS,COMPUTER MAINTENANCE CLERK,ICTSS00083,Underground Installations Skill Set,030101
INFORMATION SYSTEM AND TECHNOLOGY DEVELOPMENT,INFORMATION MANAGEMENT STAFF,JANCO423,maintain Document  information  management,060301
INFORMATION SYSTEM AND TECHNOLOGY DEVELOPMENT,INFORMATION MANAGEMENT STAFF,JANCO425,"maintain process incoming and outgoing correspondence, assist with electronic conversion of documents",060301
INFORMATION SYSTEM AND TECHNOLOGY DEVELOPMENT,INFORMATION MANAGEMENT STAFF,JANCO426,maintain process the archiving and disposal of records in,060301
INFORMATION SYSTEM AND TECHNOLOGY DEVELOPMENT,INFORMATION MANAGEMENT STAFF,JANCO448,"Participate in the development, implementation and review of information management needs and solutions",060301
INFORMATION SYSTEM AND TECHNOLOGY DEVELOPMENT,INFORMATION SYSTEM AND TECHNOLOGY ADMINISTRATOR,JANCO402,establishing system access and security procedures,060201
INFORMATION SYSTEM AND TECHNOLOGY DEVELOPMENT,INFORMATION SYSTEM AND TECHNOLOGY ADMINISTRATOR,JANCO431,manage an organisation's IT systems to ensure they operate effectively and efficiently,060201
INFORMATION SYSTEM AND TECHNOLOGY DEVELOPMENT,INFORMATION SYSTEM AND TECHNOLOGY ADMINISTRATOR,JANCO436,manage regular data backups,060201
INFORMATION SYSTEM AND TECHNOLOGY DEVELOPMENT,INFORMATION SYSTEM AND TECHNOLOGY ADMINISTRATOR,JANCO480,testing new equipment and training other staff members,060201
INFORMATION SYSTEM AND TECHNOLOGY DEVELOPMENT,INFORMATION SYSTEM AND TECHNOLOGY ADMINISTRATOR,JANCO485,updating software and equipment,060201
INFORMATION SYSTEM AND TECHNOLOGY DEVELOPMENT,INFORMATION MANAGEMENT CLERK,JANCO360,Answer questions from customers and the public about products or services,060101
INFORMATION SYSTEM AND TECHNOLOGY DEVELOPMENT,INFORMATION MANAGEMENT CLERK,JANCO365,"Collect and record data from customers, staff, and the public",060101
INFORMATION SYSTEM AND TECHNOLOGY DEVELOPMENT,INFORMATION MANAGEMENT CLERK,JANCO403,Filing  paper or electronic records and information,060101
INFORMATION SYSTEM AND TECHNOLOGY DEVELOPMENT,INFORMATION MANAGEMENT CLERK,JANCO422,maintain and update records,060101
INFORMATION SYSTEM AND TECHNOLOGY DEVELOPMENT,INFORMATION MANAGEMENT CLERK,JANCO456,"Prepare routine office correspondence, reports, claims, bills, or orders",060101
INTEGRATION APPLICATION SYSTEM,APPLICATION MANAGEMENT STAFF,,,
INTEGRATION APPLICATION SYSTEM,APPLICATION MANAGEMENT CLERK,,,
INTEGRATION APPLICATION SYSTEM,SYSTEM INTEGRATION CLERK,,,
IT AND COMPUTING FACILITIES MANAGEMENT,IT ADMINISTRATIVE ASSISTANT,TIK.OP01.005.01,Mengimplementasikan sistem keamanan dan keselamatan pada pengoperasian komputer,120303
IT AND COMPUTING FACILITIES MANAGEMENT,IT ADMINISTRATIVE ASSISTANT,TIK.OP02.001.01,Mengoperasikan komputer personal yang berdiri sendiri (PC stand alone),120303
IT AND COMPUTING FACILITIES MANAGEMENT,IT ADMINISTRATIVE ASSISTANT,TIK.OP02.002.01,Mengoperasikan Printer,120303
IT AND COMPUTING FACILITIES MANAGEMENT,IT ADMINISTRATIVE ASSISTANT,TIK.OP02.004.01,Mengoperasikan piranti lunak pengolah kata (word processor) - tingkat dasar,120303
IT AND COMPUTING FACILITIES MANAGEMENT,IT ADMINISTRATIVE ASSISTANT,TIK.OP02.005.01,Mengoperasikan piranti lunak lembar sebar (spreadsheet) - tingkat dasar,120303
IT AND COMPUTING FACILITIES MANAGEMENT,IT ADMINISTRATIVE ASSISTANT,TIK.OP02.007.01,Mengoperasikan piranti lunak klien e-mail (e-mail client),120303
IT AND COMPUTING FACILITIES MANAGEMENT,IT ADMINISTRATIVE ASSISTANT,TIK.OP02.017.01,Melakukan penanganan awal (Troubleshooting) atas masalah pada PC,120303
IT AND COMPUTING FACILITIES MANAGEMENT,JUNIOR TECHNICAL SUPPORT PUSAT DATA (DATA CENTER TECHNICAL SUPPORT JUNIOR),J.620900.001.02,Mengidentikasi Perangkat Penyusun Komputer,120302
IT AND COMPUTING FACILITIES MANAGEMENT,JUNIOR TECHNICAL SUPPORT PUSAT DATA (DATA CENTER TECHNICAL SUPPORT JUNIOR),J.620900.006.01,Melakukan Inventarisasi Hardware,120302
IT AND COMPUTING FACILITIES MANAGEMENT,JUNIOR TECHNICAL SUPPORT PUSAT DATA (DATA CENTER TECHNICAL SUPPORT JUNIOR),J.620900.007.02,Melakukan Inventarisasi Software,120302
IT AND COMPUTING FACILITIES MANAGEMENT,JUNIOR TECHNICAL SUPPORT PUSAT DATA (DATA CENTER TECHNICAL SUPPORT JUNIOR),J.620900.017.02,Memperbaiki CPU,120302
IT AND COMPUTING FACILITIES MANAGEMENT,JUNIOR TECHNICAL SUPPORT PUSAT DATA (DATA CENTER TECHNICAL SUPPORT JUNIOR),J.620900.024.02,Melakukan Setting BIOS,120302
IT AND COMPUTING FACILITIES MANAGEMENT,JUNIOR TECHNICAL SUPPORT PUSAT DATA (DATA CENTER TECHNICAL SUPPORT JUNIOR),J.620900.025.02,Melakukan Instalasi Sistem Operasi,120302
IT AND COMPUTING FACILITIES MANAGEMENT,JUNIOR TECHNICAL SUPPORT PUSAT DATA (DATA CENTER TECHNICAL SUPPORT JUNIOR),J.620900.026.02,Melakukan Instalasi Software Aplikasi,120302
IT AND COMPUTING FACILITIES MANAGEMENT,JUNIOR TECHNICAL SUPPORT PUSAT DATA (DATA CENTER TECHNICAL SUPPORT JUNIOR),J.620900.031.02,Merawat Sistem Operasi,120302
IT AND COMPUTING FACILITIES MANAGEMENT,JUNIOR TECHNICAL SUPPORT PUSAT DATA (DATA CENTER TECHNICAL SUPPORT JUNIOR),J.620900.032.02,Melakukan Restore Sistem Operasi,120302
IT AND COMPUTING FACILITIES MANAGEMENT,JUNIOR TECHNICAL SUPPORT PUSAT DATA (DATA CENTER TECHNICAL SUPPORT JUNIOR),J.620900.033.02,Melakukan Backup Data dan Sistem,120302
IT AND COMPUTING FACILITIES MANAGEMENT,"STAF OPERASI PUSAT DATA 
(DATA CENTER  OPERATIONS STAFF)",J.631100.009.01,Mengelola Keselamatan Kerja,120301
IT AND COMPUTING FACILITIES MANAGEMENT,"STAF OPERASI PUSAT DATA 
(DATA CENTER  OPERATIONS STAFF)",J.631100.010.01,Mengelola Keamanan Fisik Pusat Data,120301
IT AND COMPUTING FACILITIES MANAGEMENT,"STAF OPERASI PUSAT DATA 
(DATA CENTER  OPERATIONS STAFF)",J.631100.011.01,Mengelola Kegiatan Operasi Pusat Data Harian,120301
IT AND COMPUTING FACILITIES MANAGEMENT,"STAF OPERASI PUSAT DATA 
(DATA CENTER  OPERATIONS STAFF)",J.631100.012.01,Mengelola Kegiatan Pembersihan Pusat Data,120301
IT AND COMPUTING FACILITIES MANAGEMENT,"STAF OPERASI PUSAT DATA 
(DATA CENTER  OPERATIONS STAFF)",J.631100.013.01,Mengelola Siklus Hidup Peralatan dan Perangkat Pusat Data,120301
IT AND COMPUTING FACILITIES MANAGEMENT,"STAF OPERASI PUSAT DATA 
(DATA CENTER  OPERATIONS STAFF)",J.631100.014.01,Mengelola Kegiatan Perawatan Pusat Data,120301
IT AND COMPUTING FACILITIES MANAGEMENT,IT FACILITIES MANAGEMENT ADMINISTRATOR,TIK.2017.004,Melakukan kontrak administrasi perawatan komputer dalam perusahaan.,120201
IT AND COMPUTING FACILITIES MANAGEMENT,IT FACILITIES MANAGEMENT ADMINISTRATOR,TIK.2017.007,Memantau pelaksanaan kontrak perawatan komputer.,120201
IT AND COMPUTING FACILITIES MANAGEMENT,IT FACILITIES MANAGEMENT ADMINISTRATOR,TIK.2017.051,Menyiapkan korespondensi yang berkaitan dengan kontrak perawatan komputer dengan subkontraktor dan penyedia layanan.,120201
IT AND COMPUTING FACILITIES MANAGEMENT,IT FACILITIES MANAGEMENT ADMINISTRATOR,TIK.CS01.010.01,"Membuat laporan kerja perakitan, perawatan dan perbaikan",120201
IT AND COMPUTING FACILITIES MANAGEMENT,IT FACILITIES MANAGEMENT CLERK,J.62090.024,Melaksanakan Pencatatan Asset,120101
IT AND COMPUTING FACILITIES MANAGEMENT,IT FACILITIES MANAGEMENT CLERK,J.620900.006.01,Melakukan Inventarisasi Hardware,120101
IT AND COMPUTING FACILITIES MANAGEMENT,IT FACILITIES MANAGEMENT CLERK,J.620900.007.02,Melakukan Inventarisasi Software,120101
IT AND COMPUTING FACILITIES MANAGEMENT,IT FACILITIES MANAGEMENT CLERK,TIK.CS01.004.01,Menggunakan Alat Ukur atau Alat Bantu untuk Proses Perawatan dan Perbaikan,120101
IT AND COMPUTING FACILITIES MANAGEMENT,IT FACILITIES MANAGEMENT CLERK,TIK.JK05.002.01,Melaksanakan prosedur perawatan,120101
IT CONSULTANCY AND ADVISORY,IT CONSULTANCY STAFF,ICTICT202,Work and communicate effectively in an ICT environment,160301
IT CONSULTANCY AND ADVISORY,IT CONSULTANCY STAFF,ICTICT204,Operate a digital media technology package,160301
IT CONSULTANCY AND ADVISORY,IT CONSULTANCY STAFF,ICTICT205,Design basic organisational documents using computing packages,160301
IT CONSULTANCY AND ADVISORY,IT CONSULTANCY STAFF,ICTICT209,Interact with ICT clients,160301
IT CONSULTANCY AND ADVISORY,IT ADMINISTRATOR,ICTICT101,Operate a personal computer,160201
IT CONSULTANCY AND ADVISORY,IT ADMINISTRATOR,ICTICT102,Operate word-processing applications,160201
IT CONSULTANCY AND ADVISORY,IT ADMINISTRATOR,ICTICT103,"Use, communicate and search securely on the internet",160201
IT CONSULTANCY AND ADVISORY,IT ADMINISTRATOR,ICTICT104,Use digital devices,160201
IT CONSULTANCY AND ADVISORY,IT ADMINISTRATOR,ICTICT105,Operate spreadsheet applications,160201
IT CONSULTANCY AND ADVISORY,IT ADMINISTRATOR,ICTICT106,Operate presentation packages,160201
IT CONSULTANCY AND ADVISORY,IT ADMINISTRATOR,ICTICT107,Use personal productivity tools,160201
IT CONSULTANCY AND ADVISORY,IT ADMINISTRATOR,ICTICT108,Use digital literacy skills to access the internet,160201
IT CONSULTANCY AND ADVISORY,IT CONSULTANCY CLERK,ICTICT101,Operate a personal computer,160101
IT CONSULTANCY AND ADVISORY,IT CONSULTANCY CLERK,ICTICT104,Use digital devices,160101
IT CONSULTANCY AND ADVISORY,IT CONSULTANCY CLERK,ICTSS00083,Underground Installations Skill Set,160101
IT ENTERPRISE ARCHITECTURE,IT ARCHITECTURE STAFF,JANCO399,Establishes procedures to enable tracking and enforcement of information standards.,090301
IT ENTERPRISE ARCHITECTURE,IT ARCHITECTURE STAFF,JANCO449,"Participates in the analysis, evaluation and development of enterprise long range strategic plans and operating plans to insure that the enterprise architecture objectives are consistent with long term business objectives",090301
IT ENTERPRISE ARCHITECTURE,IT ENTERPRISE ARCHITECTURE ADMINISTRATOR,JANCO419,"Leads the development and maintenance of information management standards and conventions (e.g., naming standards, information architecture gates in the IT development projects, etc).",090201
IT ENTERPRISE ARCHITECTURE,IT ENTERPRISE ARCHITECTURE ADMINISTRATOR,JANCO427,"Maintains a library of the enterprise information models (i.e., information models, information flows, data dictionaries, etc) and develops/enforces the change control process for the Enterprise Information Architecture artifacts",090201
IT ENTERPRISE ARCHITECTURE,IT ENTERPRISE ARCHITECTURE ADMINISTRATOR,JANCO463,Provides information administration guidelines and standards for business requirements analysis and enterprise modeling,090201
IT ENTERPRISE ARCHITECTURE,IT ENTERPRISE MANAGEMENT CLERK,JANCO396,Ensures system alignment with the information lifecycle.,090101
IT ENTERPRISE ARCHITECTURE,IT ENTERPRISE MANAGEMENT CLERK,JANCO453,Performs all responsibilities within the guidelines of enterprise policies and directives at or above the enterprise's performance and evaluation standard,090101
IT ENTERPRISE ARCHITECTURE,IT ENTERPRISE MANAGEMENT CLERK,JANCO473,Serves as a key member of the Enterprise Architecture Team.,090101
IT GOVERNANCE AND MANAGEMENT,IT MANAGEMENT STAFF,JANCO003,"Adheres to all established enterprise, division and departmental policies, standards and procedures",070301
IT GOVERNANCE AND MANAGEMENT,IT MANAGEMENT STAFF,JANCO395,Displays initiative without requiring external motivation.,070301
IT GOVERNANCE AND MANAGEMENT,IT MANAGEMENT STAFF,JANCO404,Gain an overall understanding of the various functional activities performed within Information Technology.,070301
IT GOVERNANCE AND MANAGEMENT,IT MANAGEMENT STAFF,JANCO406,Gain an understanding of the customer functional areas and their relationships with Information Technology for each of the assigned departments.,070301
IT GOVERNANCE AND MANAGEMENT,IT MANAGEMENT STAFF,JANCO407,Has a working knowledge of all job functions and performs at a high degree of proficiency.,070301
IT GOVERNANCE AND MANAGEMENT,IT MANAGEMENT STAFF,JANCO408,Has excellent problem solving skills and can resolve problems of moderate complexity and will implement solutions with minimal guidance.,070301
IT GOVERNANCE AND MANAGEMENT,IT MANAGEMENT STAFF,JANCO409,Has the ability to lead and direct others in assignments of moderate complexity.,070301
IT GOVERNANCE AND MANAGEMENT,IT MANAGEMENT STAFF,JANCO420,"Learn the assigned department's functions, organization and role within Information Technology",070301
IT GOVERNANCE AND MANAGEMENT,IT MANAGEMENT STAFF,JANCO447,Participate in team activities to the extent required by the assignment.,070301
IT GOVERNANCE AND MANAGEMENT,IT MANAGEMENT STAFF,JANCO450,Perform all responsibilities within the guidelines of corporate policies and directives at or above the enterprise's performance and evaluation standards,070301
IT GOVERNANCE AND MANAGEMENT,IT MANAGEMENT STAFF,JANCO451,Perform at or above company performance standards as established within the department,070301
