NAMA DOMAIN,NAMA_OKUPASI,Kode,Nama Unit,KODE_OKUPASI
OPERATION AND SYSTEM TOOLS,HELPDESK,J.620900.007.02,Melakukan Inventarisasi Software,050203
OPERATION AND SYSTEM TOOLS,HELPDESK,J.620900.008.02,Memasang Interface Card,050203
OPERATION AND SYSTEM TOOLS,HELPDESK,J.620900.026.02,Melakukan Instalasi Software Aplikasi,050203
OPERATION AND SYSTEM TOOLS,OPERATOR KOMPUTER MUDA,TIK.OP01.001.01,Mengetik pada papan ketik (keyboard) standar,050201
OPERATION AND SYSTEM TOOLS,OPERATOR KOMPUTER MUDA,TIK.OP02.001.01,Mengoperasikan komputer personal yang berdiri sendiri (PC stand alone),050201
OPERATION AND SYSTEM TOOLS,OPERATOR KOMPUTER MUDA,TIK.OP02.002.01,Mengoperasikan Printer,050201
OPERATION AND SYSTEM TOOLS,OPERATOR KOMPUTER MUDA,TIK.OP02.003.01,Mengoperasikan sistem operasi,050201
OPERATION AND SYSTEM TOOLS,OPERATOR KOMPUTER MUDA,TIK.OP02.004.01,Mengoperasikan piranti lunak pengolah kata (word processor) - tingkat dasar,050201
OPERATION AND SYSTEM TOOLS,OPERATOR KOMPUTER MUDA,TIK.OP02.005.01,Mengoperasikan piranti lunak lembar sebar (spreadsheet) - tingkat dasar,050201
OPERATION AND SYSTEM TOOLS,OPERATOR KOMPUTER MUDA,TIK.OP02.011.01,Mengoperasikan piranti lunak presentasi,050201
OPERATION AND SYSTEM TOOLS,SENIOR OFFICE OPERATOR,TIK.OP01.002.01,Mengidentifikasi aspek kode etik dan HAKI dibidang TIK,050202
OPERATION AND SYSTEM TOOLS,SENIOR OFFICE OPERATOR,TIK.OP01.003.01,Mendeskripsikan kewaspasdaan terhadap keamanan informasi,050202
OPERATION AND SYSTEM TOOLS,SENIOR OFFICE OPERATOR,TIK.OP01.004.01,Mengidentifikasi sistem dan prosedur pengelolaan infrastruktur komputer,050202
OPERATION AND SYSTEM TOOLS,SENIOR OFFICE OPERATOR,TIK.OP01.005.01,Mengimplementasikan sistem keamanan dan keselamatan pada pengoperasian komputer,050202
OPERATION AND SYSTEM TOOLS,SENIOR OFFICE OPERATOR,TIK.OP02.006.01,Mengoperasikan Penelusur Web (Web Browser),050202
OPERATION AND SYSTEM TOOLS,SENIOR OFFICE OPERATOR,TIK.OP02.007.01,Mengoperasikan piranti lunak klien e-mail (e-mail client),050202
OPERATION AND SYSTEM TOOLS,SENIOR OFFICE OPERATOR,TIK.OP02.008.01,Mengidentifikasi komponen sistem komputer tingkat dasar (PC),050202
OPERATION AND SYSTEM TOOLS,SENIOR OFFICE OPERATOR,TIK.OP02.009.01,Mengoperasikan PC yg Terhubung Pada Jaringan Komputer Lokal,050202
OPERATION AND SYSTEM TOOLS,SENIOR OFFICE OPERATOR,TIK.OP02.010.01,Melakukan instalasi untuk koneksi Internet,050202
OPERATION AND SYSTEM TOOLS,SENIOR OFFICE OPERATOR,TIK.OP02.011.01,Mengoperasikan piranti lunak presentasi,050202
OPERATION AND SYSTEM TOOLS,SENIOR OFFICE OPERATOR,TIK.OP02.012.01,Mengoperasikan piranti lunak pengolah kata - tingkat maju,050202
OPERATION AND SYSTEM TOOLS,SENIOR OFFICE OPERATOR,TIK.OP02.013.01,Mengoperasikan piranti lunak lembar sebar - tingkat maju,050202
OPERATION AND SYSTEM TOOLS,SENIOR OFFICE OPERATOR,TIK.OP02.014.01,Mempergunakan Piranti Lunak Anti virus,050202
OPERATION AND SYSTEM TOOLS,SENIOR OFFICE OPERATOR,TIK.OP02.015.01,Mempergunakan perangkat keras dan piranti lunak untuk memindai dokumen gambar,050202
OPERATION AND SYSTEM TOOLS,WORD PROCESSING OPERATOR,JANCO044,"Edit for correct grammar, spelling and format.",050204
OPERATION AND SYSTEM TOOLS,WORD PROCESSING OPERATOR,JANCO147,Type data and text.,050204
OPERATION AND SYSTEM TOOLS,WORD PROCESSING OPERATOR,TIK.OP02.003.01,Mengoperasikan sistem operasi,050204
OPERATION AND SYSTEM TOOLS,WORD PROCESSING OPERATOR,TIK.OP02.005.01,Mengoperasikan piranti lunak lembar sebar (spreadsheet) - tingkat dasar,050204
OPERATION AND SYSTEM TOOLS,WORD PROCESSING OPERATOR,TIK.OP02.015.01,Mempergunakan perangkat keras dan piranti lunak untuk memindai dokumen gambar,050204
OPERATION AND SYSTEM TOOLS,ASISTEN OPERATOR KOMPUTER (COMPUTER OPERATOR ASSISTANT),,,
OPERATION AND SYSTEM TOOLS,BASIC OFFICE OPERATOR,TIK.OP02.004.01,Mengoperasikan piranti lunak pengolah kata (word processor) - tingkat dasar,050102
OPERATION AND SYSTEM TOOLS,BASIC OFFICE OPERATOR,TIK.OP02.005.01,Mengoperasikan piranti lunak lembar sebar (spreadsheet) - tingkat dasar,050102
OPERATION AND SYSTEM TOOLS,BASIC OFFICE OPERATOR,TIK.OP02.011.01,Mengoperasikan piranti lunak presentasi,050102
OPERATION AND SYSTEM TOOLS,COMPUTER TECHNICIAN CLERK,ICAICT101A,Operate a personal computer,050103
OPERATION AND SYSTEM TOOLS,COMPUTER TECHNICIAN CLERK,ICAICT201A,Use computer operating systems and hardware,050103
OPERATION AND SYSTEM TOOLS,COMPUTER TECHNICIAN CLERK,J.620900.002.02,Mengidentifikasi Spesifikasi Perangkat Komputer,050103
OPERATION AND SYSTEM TOOLS,COMPUTER TECHNICIAN CLERK,J.620900.006.01,Melakukan Inventarisasi Hardware,050103
OPERATION AND SYSTEM TOOLS,COMPUTER TECHNICIAN CLERK,J.620900.007.02,Melakukan Inventarisasi Software,050103
OPERATION AND SYSTEM TOOLS,COMPUTER TECHNICIAN CLERK,J.620900.026.02,Melakukan Instalasi Software Aplikasi,050103
OPERATION AND SYSTEM TOOLS,JUNIOR OFFICE OPERATOR,TIK.OP02.002.01,Mengoperasikan Printer,050101
OPERATION AND SYSTEM TOOLS,JUNIOR OFFICE OPERATOR,TIK.OP02.004.01,Mengoperasikan piranti lunak pengolah kata (word processor) - tingkat dasar,050101
OPERATION AND SYSTEM TOOLS,JUNIOR OFFICE OPERATOR,TIK.OP02.005.01,Mengoperasikan piranti lunak lembar sebar (spreadsheet) - tingkat dasar,050101
OPERATION AND SYSTEM TOOLS,JUNIOR OFFICE OPERATOR,TIK.OP02.006.01,Mengoperasikan Penelusur Web (Web Browser),050101
OPERATION AND SYSTEM TOOLS,JUNIOR OFFICE OPERATOR,TIK.OP02.007.01,Mengoperasikan piranti lunak klien e-mail (e-mail client),050101
OPERATION AND SYSTEM TOOLS,JUNIOR OFFICE OPERATOR,TIK.OP02.011.01,Mengoperasikan piranti lunak presentasi,050101
OPERATION AND SYSTEM TOOLS,JUNIOR OFFICE OPERATOR,TIK.OP02.014.01,Mempergunakan Piranti Lunak Anti virus,050101
OPERATION AND SYSTEM TOOLS,JUNIOR OFFICE OPERATOR,TIK.OP02.015.01,Mempergunakan perangkat keras dan piranti lunak untuk memindai dokumen gambar,050101
OPERATION AND SYSTEM TOOLS,JUNIOR OFFICE OPERATOR,TIK.OP03.002.01,Mengoperasikan dasar-dasar basis data (data base),050101
OPERATION AND SYSTEM TOOLS,PRINT OPERATOR,C.102210.049.02,,050105
OPERATION AND SYSTEM TOOLS,PRINT OPERATOR,ICAICT101A,Operate a personal computer,050105
OPERATION AND SYSTEM TOOLS,PRINT OPERATOR,ICAICT201A,Use computer operating systems and hardware,050105
OPERATION AND SYSTEM TOOLS,PRINT OPERATOR,J.620900.016.02,Merawat Peripheral,050105
OPERATION AND SYSTEM TOOLS,PRINT OPERATOR,TIK.CS02.019.01,Melakukan instalasi Driver Printer,050105
OPERATION AND SYSTEM TOOLS,PRINT OPERATOR,TIK.OP02.002.01,Mengoperasikan Printer,050105
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASISTEN PEMROGRAM (PROGGRAMMER ASSISTANT),J.61200.001.01,Menunjukan Platform Operating System dan Bahasa Pemrograman di dalam Perangkat Lunak,020301
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASISTEN PEMROGRAM (PROGGRAMMER ASSISTANT),J.620100.005.02,Mengimplementasikan User Interface,020301
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASISTEN PEMROGRAM (PROGGRAMMER ASSISTANT),J.620100.011.01,Melakukan Instalasi Software Tools Pemrograman,020301
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASISTEN PEMROGRAM (PROGGRAMMER ASSISTANT),J.620100.012.01,Melakukan Pengaturan Software Tools Pemrograman,020301
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASISTEN PEMROGRAM (PROGGRAMMER ASSISTANT),J.620100.018.02,Mengimplementasikan Pemrograman Berorientasi Objek,020301
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASISTEN PEMROGRAM (PROGGRAMMER ASSISTANT),J.620100.023.02,Membuat Dokumen Kode Program,020301
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASISTEN PEMROGRAM (PROGGRAMMER ASSISTANT),J.620100.026.01,Menerapkan Source Code Versioning,020301
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASISTEN PEMROGRAM (PROGGRAMMER ASSISTANT),J.620100.033.02,Melaksanakan Pengujian Unit Program,020301
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASISTEN PEMROGRAM (PROGGRAMMER ASSISTANT),J.620900.025.02,Melakukan Instalasi Sistem Operasi,020301
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASISTEN PEMROGRAM (PROGGRAMMER ASSISTANT),J.620900.026.02,Melakukan Instalasi Software Aplikasi,020301
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASISTEN PEMROGRAM (PROGGRAMMER ASSISTANT),TIK.MM01.005.01,Mengidentifikasi komponen multimedia,020301
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASISTEN PEMROGRAM (PROGGRAMMER ASSISTANT),TIK.MM01.007.01,Memilih dan memakai software dan hardware untuk multimedia,020301
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASISTEN PEMROGRAM ANTARMUKA (INTERFACE PROGRAMMER ASSISTANT),J.61200.001.01,Menunjukan Platform Operating System dan Bahasa Pemrograman di dalam Perangkat Lunak,020303
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASISTEN PEMROGRAM ANTARMUKA (INTERFACE PROGRAMMER ASSISTANT),J.620100.005.02,Mengimplementasikan User Interface,020303
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASISTEN PEMROGRAM ANTARMUKA (INTERFACE PROGRAMMER ASSISTANT),J.620100.011.01,Melakukan Instalasi Software Tools Pemrograman,020303
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASISTEN PEMROGRAM ANTARMUKA (INTERFACE PROGRAMMER ASSISTANT),J.620100.012.01,Melakukan Pengaturan Software Tools Pemrograman,020303
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASISTEN PEMROGRAM ANTARMUKA (INTERFACE PROGRAMMER ASSISTANT),J.620100.018.02,Mengimplementasikan Pemrograman Berorientasi Objek,020303
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASISTEN PEMROGRAM ANTARMUKA (INTERFACE PROGRAMMER ASSISTANT),J.620100.023.02,Membuat Dokumen Kode Program,020303
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASISTEN PEMROGRAM ANTARMUKA (INTERFACE PROGRAMMER ASSISTANT),J.620100.026.01,Menerapkan Source Code Versioning,020303
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASISTEN PEMROGRAM ANTARMUKA (INTERFACE PROGRAMMER ASSISTANT),J.620100.033.02,Melaksanakan Pengujian Unit Program,020303
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASISTEN PEMROGRAM ANTARMUKA (INTERFACE PROGRAMMER ASSISTANT),J.620900.025.02,Melakukan Instalasi Sistem Operasi,020303
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASISTEN PEMROGRAM ANTARMUKA (INTERFACE PROGRAMMER ASSISTANT),J.620900.026.02,Melakukan Instalasi Software Aplikasi,020303
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASISTEN PEMROGRAM ANTARMUKA (INTERFACE PROGRAMMER ASSISTANT),TIK.MM01.005.01,Mengidentifikasi komponen multimedia,020303
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASISTEN PEMROGRAM ANTARMUKA (INTERFACE PROGRAMMER ASSISTANT),TIK.MM01.007.01,Memilih dan memakai software dan hardware untuk multimedia,020303
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASSISTANT DOCUMENTER,J.61200.001.01,Menunjukan Platform Operating System dan Bahasa Pemrograman di dalam Perangkat Lunak,020302
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASSISTANT DOCUMENTER,J.620100.005.02,Mengimplementasikan User Interface,020302
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASSISTANT DOCUMENTER,J.620100.011.01,Melakukan Instalasi Software Tools Pemrograman,020302
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASSISTANT DOCUMENTER,J.620100.012.01,Melakukan Pengaturan Software Tools Pemrograman,020302
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASSISTANT DOCUMENTER,J.620100.018.02,Mengimplementasikan Pemrograman Berorientasi Objek,020302
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASSISTANT DOCUMENTER,J.620100.023.02,Membuat Dokumen Kode Program,020302
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASSISTANT DOCUMENTER,J.620100.026.01,Menerapkan Source Code Versioning,020302
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASSISTANT DOCUMENTER,J.620100.033.02,Melaksanakan Pengujian Unit Program,020302
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASSISTANT DOCUMENTER,J.620900.025.02,Melakukan Instalasi Sistem Operasi,020302
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASSISTANT DOCUMENTER,J.620900.026.02,Melakukan Instalasi Software Aplikasi,020302
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASSISTANT DOCUMENTER,TIK.MM01.005.01,Mengidentifikasi komponen multimedia,020302
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASSISTANT DOCUMENTER,TIK.MM01.007.01,Memilih dan memakai software dan hardware untuk multimedia,020302
PROGRAMMING AND SOFTWARE DEVELOPMENT,PENERJEMAH KODE (CODER),J.61200.001.01,Menunjukan Platform Operating System dan Bahasa Pemrograman di dalam Perangkat Lunak,020304
PROGRAMMING AND SOFTWARE DEVELOPMENT,PENERJEMAH KODE (CODER),J.620100.005.02,Mengimplementasikan User Interface,020304
PROGRAMMING AND SOFTWARE DEVELOPMENT,PENERJEMAH KODE (CODER),J.620100.011.01,Melakukan Instalasi Software Tools Pemrograman,020304
PROGRAMMING AND SOFTWARE DEVELOPMENT,PENERJEMAH KODE (CODER),J.620100.012.01,Melakukan Pengaturan Software Tools Pemrograman,020304
PROGRAMMING AND SOFTWARE DEVELOPMENT,PENERJEMAH KODE (CODER),J.620100.018.02,Mengimplementasikan Pemrograman Berorientasi Objek,020304
PROGRAMMING AND SOFTWARE DEVELOPMENT,PENERJEMAH KODE (CODER),J.620100.023.02,Membuat Dokumen Kode Program,020304
PROGRAMMING AND SOFTWARE DEVELOPMENT,PENERJEMAH KODE (CODER),J.620100.026.01,Menerapkan Source Code Versioning,020304
PROGRAMMING AND SOFTWARE DEVELOPMENT,PENERJEMAH KODE (CODER),J.620100.033.02,Melaksanakan Pengujian Unit Program,020304
PROGRAMMING AND SOFTWARE DEVELOPMENT,PENERJEMAH KODE (CODER),J.620900.025.02,Melakukan Instalasi Sistem Operasi,020304
PROGRAMMING AND SOFTWARE DEVELOPMENT,PENERJEMAH KODE (CODER),J.620900.026.02,Melakukan Instalasi Software Aplikasi,020304
PROGRAMMING AND SOFTWARE DEVELOPMENT,PENERJEMAH KODE (CODER),TIK.MM01.005.01,Mengidentifikasi komponen multimedia,020304
PROGRAMMING AND SOFTWARE DEVELOPMENT,PENERJEMAH KODE (CODER),TIK.MM01.007.01,Memilih dan memakai software dan hardware untuk multimedia,020304
PROGRAMMING AND SOFTWARE DEVELOPMENT,PROGRAM DOCUMENTER,J.61200.001.01,Menunjukan Platform Operating System dan Bahasa Pemrograman di dalam Perangkat Lunak,020305
PROGRAMMING AND SOFTWARE DEVELOPMENT,PROGRAM DOCUMENTER,J.620100.004.02,Menggunakan Struktur Data,020305
PROGRAMMING AND SOFTWARE DEVELOPMENT,PROGRAM DOCUMENTER,J.620100.009.01,Menggunakan Spesifikasi Program,020305
PROGRAMMING AND SOFTWARE DEVELOPMENT,PROGRAM DOCUMENTER,J.620100.010.01,"Menerapkan Perintah Eksekusi Bahasa Pemrograman Berbasis Teks, Grafik, dan Multimedia",020305
PROGRAMMING AND SOFTWARE DEVELOPMENT,PROGRAM DOCUMENTER,J.620100.016.01,Menulis Kode dengan Prinsip Sesuai Guidelines dan Best Practices,020305
PROGRAMMING AND SOFTWARE DEVELOPMENT,PROGRAM DOCUMENTER,J.620100.017.02,Mengimplementasikan Pemrograman Terstruktur,020305
PROGRAMMING AND SOFTWARE DEVELOPMENT,PROGRAM DOCUMENTER,J.620100.023.02,Membuat Dokumen Kode Program,020305
PROGRAMMING AND SOFTWARE DEVELOPMENT,PROGRAM DOCUMENTER,J.620100.025.02,Melakukan Debugging,020305
PROGRAMMING AND SOFTWARE DEVELOPMENT,PROGRAM DOCUMENTER,J.620100.026.01,Menerapkan Source Code Versioning,020305
PROGRAMMING AND SOFTWARE DEVELOPMENT,PROGRAM DOCUMENTER,J.620100.033.02,Melaksanakan Pengujian Unit Program,020305
PROGRAMMING AND SOFTWARE DEVELOPMENT,PROGRAM DOCUMENTER,TIK.MM01.005.01,Mengidentifikasi komponen multimedia,020305
PROGRAMMING AND SOFTWARE DEVELOPMENT,PROGRAM DOCUMENTER,TIK.MM01.007.01,Memilih dan memakai software dan hardware untuk multimedia,020305
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASISTEN PEMROGRAM JUNIOR (JUNIOR ASSISTANT PROGRAMMER),J.620100.004.02,Menggunakan Struktur Data,020203
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASISTEN PEMROGRAM JUNIOR (JUNIOR ASSISTANT PROGRAMMER),J.620100.009.01,Menggunakan Spesifikasi Program,020203
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASISTEN PEMROGRAM JUNIOR (JUNIOR ASSISTANT PROGRAMMER),J.620100.010.01,"Menerapkan Perintah Eksekusi Bahasa Pemrograman Berbasis Teks, Grafik, dan Multimedia",020203
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASISTEN PEMROGRAM JUNIOR (JUNIOR ASSISTANT PROGRAMMER),J.620100.011.01,Melakukan Instalasi Software Tools Pemrograman,020203
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASISTEN PEMROGRAM JUNIOR (JUNIOR ASSISTANT PROGRAMMER),J.620100.012.01,Melakukan Pengaturan Software Tools Pemrograman,020203
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASISTEN PEMROGRAM JUNIOR (JUNIOR ASSISTANT PROGRAMMER),J.620100.016.01,Menulis Kode dengan Prinsip Sesuai Guidelines dan Best Practices,020203
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASISTEN PEMROGRAM JUNIOR (JUNIOR ASSISTANT PROGRAMMER),J.620100.017.02,Mengimplementasikan Pemrograman Terstruktur,020203
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASISTEN PEMROGRAM JUNIOR (JUNIOR ASSISTANT PROGRAMMER),J.620100.025.02,Melakukan Debugging,020203
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASSISTANT PROGRAMMER TRAINEE,J.620100.004.02,Menggunakan Struktur Data,020201
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASSISTANT PROGRAMMER TRAINEE,J.620100.005.02,Mengimplementasikan User Interface,020201
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASSISTANT PROGRAMMER TRAINEE,J.620100.009.01,Menggunakan Spesifikasi Program,020201
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASSISTANT PROGRAMMER TRAINEE,J.620100.010.01,"Menerapkan Perintah Eksekusi Bahasa Pemrograman Berbasis Teks, Grafik, dan Multimedia",020201
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASSISTANT PROGRAMMER TRAINEE,J.620100.016.01,Menulis Kode dengan Prinsip Sesuai Guidelines dan Best Practices,020201
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASSISTANT PROGRAMMER TRAINEE,J.620100.017.02,Mengimplementasikan Pemrograman Terstruktur,020201
PROGRAMMING AND SOFTWARE DEVELOPMENT,ASSISTANT PROGRAMMER TRAINEE,J.620100.025.02,Melakukan Debugging,020201
PROGRAMMING AND SOFTWARE DEVELOPMENT,CODER TRAINEE,J.620100.004.02,Menggunakan Struktur Data,020202
PROGRAMMING AND SOFTWARE DEVELOPMENT,CODER TRAINEE,J.620100.009.01,Menggunakan Spesifikasi Program,020202
PROGRAMMING AND SOFTWARE DEVELOPMENT,CODER TRAINEE,J.620100.010.02,"Menerapkan Perintah Eksekusi Bahasa Pemrograman Berbasis Teks, Grafik, dan Multimedia",020202
PROGRAMMING AND SOFTWARE DEVELOPMENT,CODER TRAINEE,J.620100.016.01,Menulis Kode dengan Prinsip Sesuai Guidelines dan Best Practices,020202
PROGRAMMING AND SOFTWARE DEVELOPMENT,CODER TRAINEE,J.620100.017.02,Mengimplementasikan Pemrograman Terstruktur,020202
PROGRAMMING AND SOFTWARE DEVELOPMENT,CODER TRAINEE,J.620100.023.02,Membuat Dokumen Kode Program,020202
PROGRAMMING AND SOFTWARE DEVELOPMENT,CODER TRAINEE,J.620100.025.02,Melakukan Debugging,020202
PROGRAMMING AND SOFTWARE DEVELOPMENT,CODER TRAINEE,J.620100.033.02,Melaksanakan Pengujian Unit Program,020202
PROGRAMMING AND SOFTWARE DEVELOPMENT,PEMROGRAM JUNIOR (JUNIOR CODER),J.620100.004.02,Menggunakan Struktur Data,020204
PROGRAMMING AND SOFTWARE DEVELOPMENT,PEMROGRAM JUNIOR (JUNIOR CODER),J.620100.009.01,Menggunakan Spesifikasi Program,020204
PROGRAMMING AND SOFTWARE DEVELOPMENT,PEMROGRAM JUNIOR (JUNIOR CODER),J.620100.010.01,"Menerapkan Perintah Eksekusi Bahasa Pemrograman Berbasis Teks, Grafik, dan Multimedia",020204
PROGRAMMING AND SOFTWARE DEVELOPMENT,PEMROGRAM JUNIOR (JUNIOR CODER),J.620100.016.01,Menulis Kode dengan Prinsip Sesuai Guidelines dan Best Practices,020204
PROGRAMMING AND SOFTWARE DEVELOPMENT,PEMROGRAM JUNIOR (JUNIOR CODER),J.620100.017.02,Mengimplementasikan Pemrograman Terstruktur,020204
PROGRAMMING AND SOFTWARE DEVELOPMENT,PEMROGRAM JUNIOR (JUNIOR CODER),J.620100.023.02,Membuat Dokumen Kode Program,020204
PROGRAMMING AND SOFTWARE DEVELOPMENT,PEMROGRAM JUNIOR (JUNIOR CODER),J.620100.025.02,Melakukan Debugging,020204
PROGRAMMING AND SOFTWARE DEVELOPMENT,PEMROGRAM JUNIOR (JUNIOR CODER),J.620100.033.02,Melaksanakan Pengujian Unit Program,020204
PROGRAMMING AND SOFTWARE DEVELOPMENT,PEMROGRAM PEMULA (NOVICE PROGRAMMER),J.620100.004.02,Menggunakan Struktur Data,020205
PROGRAMMING AND SOFTWARE DEVELOPMENT,PEMROGRAM PEMULA (NOVICE PROGRAMMER),J.620100.009.01,Menggunakan Spesifikasi Program,020205
PROGRAMMING AND SOFTWARE DEVELOPMENT,PEMROGRAM PEMULA (NOVICE PROGRAMMER),J.620100.010.01,"Menerapkan Perintah Eksekusi Bahasa Pemrograman Berbasis Teks, Grafik, dan Multimedia",020205
PROGRAMMING AND SOFTWARE DEVELOPMENT,PEMROGRAM PEMULA (NOVICE PROGRAMMER),J.620100.016.01,Menulis Kode dengan Prinsip Sesuai Guidelines dan Best Practices,020205
PROGRAMMING AND SOFTWARE DEVELOPMENT,PEMROGRAM PEMULA (NOVICE PROGRAMMER),J.620100.017.02,Mengimplementasikan Pemrograman Terstruktur,020205
PROGRAMMING AND SOFTWARE DEVELOPMENT,PEMROGRAM PEMULA (NOVICE PROGRAMMER),J.620100.025.02,Melakukan Debugging,020205
PROGRAMMING AND SOFTWARE DEVELOPMENT,PEMROGRAM PEMULA (NOVICE PROGRAMMER),J.620900.025.02,Melakukan Instalasi Sistem Operasi,020205
PROGRAMMING AND SOFTWARE DEVELOPMENT,PEMROGRAM PEMULA (NOVICE PROGRAMMER),J.620900.026.02,Melakukan Instalasi Software Aplikasi,020205
PROGRAMMING AND SOFTWARE DEVELOPMENT,SOFTWARE DEVELOPMENT CLERK,J.620100.011.01,Melakukan Instalasi Software Tools Pemrograman,020101
PROGRAMMING AND SOFTWARE DEVELOPMENT,SOFTWARE DEVELOPMENT CLERK,J.620100.012.01,Melakukan Pengaturan Software Tools Pemrograman,020101
PROGRAMMING AND SOFTWARE DEVELOPMENT,SOFTWARE DEVELOPMENT CLERK,J.620900.025.02,Melakukan Instalasi Sistem Operasi,020101
PROGRAMMING AND SOFTWARE DEVELOPMENT,SOFTWARE DEVELOPMENT CLERK,J.620900.026.02,Melakukan Instalasi Software Aplikasi,020101
